Review,sentiment
"Seriously, unbelievable. Dare I say better than Heath Ledger? If Joaquin Phoenix doesn't win the Oscar for best actor and 'Joker' doesn't win at the VERY least, best screenplay, it will be one of the biggest Oscar snubs of our time",positive
"Joaquín Phoenix's unconvincing laughing, and looking like a beaten dog had brutaly ennoyed me after 5 minutes.
The world is mean and bad, and you can only be bad and hit back. Chaos, anarchy, whatever .. inspires bye a clown who killed 3 bullies.
More of this stupid excess of brutality in the name of... what?
Yes. It is the same director as in the hangover 3.
I don't want to be a partir of this.
Brutal and boring.",negative
"I don't understand the high ratings. I went to the cinema with high expectations, only to discover that the movie was slow as anything and was almost finished before the first killing happened. It was a dreadful time having to wait for something to happen.
But yes, once the movie was finished and I finally walked out, I got the cosmic joke; I was the joker, trusting the reviews and leaving disappointed in disbelief I actually paid for watching it.",negative
"While the trailers for this movie have may seemed like there was potential for an action packed movie, this movie, clearly before it came to theaters was intended to be a progressive character study. You shouldn't go into this movie expecting intense action or the joker we know of the past. This is a movie about how Arthur Fleck becomes the Joker.I have seen so many bad reviews about how boring or slow the movie is, but I believe it was utter perfection. The first part of the movie we begin to understand Arthur as a person. All of his interactions with everyone in his life, be it good or bad. The whole point of a character study is evolution. And this is far and away one of the greatest evolutions of a character I have ever seen in a movie.Joaquin Phoenix's performance is by far the best acting I have seen in a movie possibly in the last few decades. We see a challenged person be challenged by society and it completely breaks him down over time. And Joaquin isn't acting, he is evolving all throughout the movie. If anyone thinks he doesn't put on an Oscar winning performance, they're out of their effing mind. Yes, the movie is slow to start, but it has to be. We couldn't just jump into the joker and all the chaos. We need to know where it came from to begin with.The whole compilation of the movie is amazing. The complete Oscar deserving performance of Joaquin, the choreography, the cinematography, the score. Everything is in perfect harmony. While there may have been a lot of controversy surrounding this movie, the team put together a perfect movie and I pity those who can't appreciate the tears and sweat and emotion that went into making this movie.I have always been so one sided in my movie preferences between Marvel and DC. I feel like Marvel is sooo much better overall and most movies DC puts out are trash. But Joker is far and away my favorite comic movie. Even though it takes a completely different spin on comic movies. You have to appreciate the evolution to appreciate this movie. It's not an action movie, but it's really rips and tears at all the emotions in one movie while adding a wild suspenseful kick. No other comic book movie has done that before.",neutral
"What an incredible ride this was. I was almost motionless throughout, watching in awe the performance of a lifetime - the transition from troubled man to monster, the hounding score which directly drove the goosebumps, the cinematography which made you feel like you were flying through Gotham looking for Arthur yourself and the masterful De Niro who gave his nod to Jerry Lewis. Ignore DC. Ignore Batman. This is a work of art in its own right.",positive
"This film is about mental illness. Specifically, a mental illness called creative diarrhoea. In the film, a band of Hollywood's most insipid producers, writers, directors and other such riffraff suffering from this ailment got together for a group therapy session, in which the therapist, a Hollywood mogul, had them 'let it all out', gathered the refuse and flogged it off for a few hundred million dollars.Seriously though, there is sooo much wrong with this movie. I won't even start with how I knew that a Joker sob story had no hope of (artistic) success, nor with why I went I went to see it anyway. I'll start by pointing out other reviewers' observation that this is not even the Joker. He's not suave, he's not witty, there are no lethal gimmicks, no morbid jokes, no anarchism, and he isn't a criminal mastermind. He's just a loser that goes off on a school shooter streak.Secondly, this is not, as I said earlier, a film about mental illness. It is a mockery of it, cashing in on the increasing awareness about mental health. There is not one concept about psychosis or other mental health problems judiciously explored in the movie (an illness which causes the sufferer to laugh in inappropriate situations? Seriously?!). All you're getting here is a downtrodden loner being subjected to beatings and injustices designed to spark indignation in the viewer, then going off on a murder spree.With regards to the much-praised acting, it's a mystery to me how anyone could have come to a judgement of Phoenix's theatrical achievement based off such an asinine script, because I can't. Not that you should devote an iota of attention to any of these positive reviews, because I'm fairly confident that there is some large-scale review rigging going on.The plot is one dimensional and juvenile, the dialogue as engaging as a monotone nursery rhyme and the character development shallow. There were goofs left right and centre, like revolvers with zero recoil and 8 bullets. Why did Arthur keep dancing? Why did we need to see Arthur fondling himself? Why is he so emaciated? Why so much smoking? I watched so many close-ups of cigarettes burn out it makes me wonder if the film was sponsored by the tobacco industry.The two positives in the movie for me were firstly, the final talk show scene, littered though it was with imperfections like the rest of the movie, which did have me sitting a little less slouched in my seat. Also, there were some interesting theories presented tying the Joker with the Batman.With the bar set so high by The Dark Knight, no director seeking artistic acclaim will go near the Joker for many years to come, maybe ever, but on the other hand, the Joker character has been rendered a boon for Hollywood opportunists, and this is the second time we've seen the character butchered in a low effort high budget money maker. This one will be forgotten quick, but I don't know how long it will be before the Joker himself recovers.",neutral
"I don't write a lot of reviews but I felt compelled to do this if only just to put in writing the thoughts in my head..that apparently are a lot different from the thoughts in quite a few other people's heads when it comes to the perception of this movie.First, in order for you to understand mine or anybody else's critique of this movie, you absolutely need to have seen all of the following movies:
Alfred Hitchcock's Psycho
King of Comedy
Fight Club
Taxi Driver
Dark Knight Trilogy
Dog Day AfternoonSo let's do a somewhat categorized approach beginning with the obvious....Acting: JP does a great job purely as an immersive method actor. He gives it his all and for that he deserves accolades. The few areas where he falters with overacting are actually the fault of the director and the editor for keeping those scenes in, since the scenes itself were repetitive and could have been taken out. The other actors do their job competently. Wait, there were other actors? Yes, there were ! Plenty of poorly written, poorly characterised shell characters that gave the artists no real scope to perform given that their combined screen time was 10%! DeNiro was wasted completely.Casting: Just because JP did a stellar job does not means he was ideal for the role. Sure, if we take the 'Joker' aspect of it away, then he fits perfectly as a traumatized, declining man. But this is a JOKER origin story, and for THAT, Joaquin is too old! The timelines just don't make sense. The young Bruce Wayne as shown will become Batman after a good 20 years (remember Bruce was a successful older business tycoon before he became Batman) So by that time, this upper-middle aged Joker will be in his 70s? Come on now.
Zazie yas potential but was not given much to do. She did a good job. A legend like DeNiro should have never accepted such a poorly etched caricature role of Murray Franklin.Character development: Whoa. All the sheep are talking about this and how 'masterful' it was. Look at the movies I have listed above and you will see how much has been copied from them in bits and pieces and jumbled together. Do people forget that at the very start of the movie he was mentally unstable and on seven medications? So his decline from that into a psychotic killer isnt that steep.
The inaccuracies are plenty as well.
Yes, a person can decline in morality, social adaptibility, schizophrenia etc.... however, a person CANNOT suddenly become MORE intelligent. So how does this person who is depicted as a bumbling fool continuously evolve into a sophisticated well-planned killer and eventually become into the character known as the Joker who was a masterful villain?The laugh: The real Joker is supposed to laugh because he is a cruel and vicious monster and he laughs at his own jokes which are actually quite witty and also laughs at death and the misery he is causing, INTENTIONALLY!! The Joker in this movie laughs because he has a mental disorder and laughs involuntarily?? What the hell.? That deviation alone should make the movie ineligible to be called Joker ..from DC comics. It's simply NOT true to the character.Story and script flaws : Some already mentioned above. No matter what the lack of funding, patients with mental disorders never ever have their medications taken away, no matter which department shuts down. This has been the case for decades. Even less wealthy countries dont do that.
How does a guy give him a loaded gun for free to protect himself and then screw him over just like that?Music: Some the older songs were cleverly placed. The score was excellent in its quality however the placement of the music was highly manipulative in order to create a faux dark snd suspeseful aura. If I show you a video of starving children and play melancholy piano violin pieces in the background, you will cry too! Emotional manipulation through clever musical score placement is an old, old trick but the shameless overuse of it in this movie was akin to 70's shock horror flicks.Direction: All over the place. Todd Philips is trying to be Hitchcock, Scorcese, and Nolan combined and he is not even remotely close to any of them. He steals heavily from their styles but whenever someone does that it almost always creates botched pacing and repetitiveness of scenes, and oh yeah, there is plenty of that.Story: There is no real plot or story. The key turning points are weak. Even IF for the sake of argument the government takes the medications away from a person with a mental disorder, uh...hello, that person will get worse and out of control, but in this movie he gets smarter and more cunning and calculated? Not possible! The link to Thomas Wayne as his dad was a cheap shot. And how convenient of him to find such a properly thought out letter from his mom who is supposed to be crazy but wrote this very sensible letter that is of such importance, and then forgot to mail it! Haha I was rolling my eyes so hard my eyeballs hurt.The so-called 'social commentary' : Contrived and oh-so #fake anti-capitalist message. Oh, those rich people behind their iron gates are oh so bad. Boo hoo.. let's protest and riot and life will be so much better! What a sad attempt at cashing in on anti-Trump sentiment. And Oh, the irony. Rich people are bad but thank you Sheep, we are gonna cash out big on this movie... You want to see a real social commentary far far ahead of it's time? Watch The Truman Show.
The sad pathetic irony of the causes of this 'unrest' is sickening. Oh look at this guy. Living in an American city, has an apartment, has free medical care, has A JOB..how many people in the world would die just to have that! But oh look at him, he gets bullied, beat up a bit, (rightfully) fired from a job..(but could have easily worked for a fast food or cafe till his comedian act worked)....but oh no no no, THIS is the limit! Down with the rich, let's kill em all. Let people pay their hard earned money to watch this, while we laugh all the way to the bank and the truly poor people in the world be like 'wtf just happened?'.Marketing and hype: Wow. I mean really wow. This is a modern day epic example of socially manipulated and engineered mass-hype opinion manipulation. Word of mouth is sometimes beneficial, sometimes not. Remember, gossip and rumors also are a form of Word of mouth. When five of your friends say that a film is a masterpiece, most are going to say that they thought so too, for fear of being ridiculed as someone who is not savvy enough to understand such 'deep' movies.The other thing is that the comic theme will draw a relatively younger audience as well, many of whom have not seen the above listed movies to catch what I call plagiarism (but if he wants to call it a tribute, even then it's a botched one.) And these folks will flood social media with hyperbole terminology. Epic. Genius. Masterpiece. Legendary. Achivement...yawn, did I miss any?
And so on and on the hype train will go till we are past the Oscars and award season of fake oohs and aaahs and speeches about this pseudo-deep movie. JP should get the award mainly for effort and because he has poor competition this year, but that's about it as far as deserving-ness.Many have already questioned how this movie had literally thousands of rated 10 reviews on this site even before its premiere? Hmm....I say hmm..But whatever. If that's the way the modern game is played then fine. It is ultimately up to the people.
As Shakespeare should have said, ""To be or not to be Sheep, that is the question""",neutral
"I'm keeping it short, the movie sucks.Yes, I know there's a need to build character and crap, and I think it's important for any good movie.Same goes with this, I get it Joker was a troubled man, I get his frustration, but I don't need 2 hours of the movie telling me the same crap over and over again.Give the guy an Oscar for performance but throw this movie into the trash right after.",negative
"This was such a disappointment! It was dragging on. And I was waiting for things to explode. I don't get the hype. Everybody is calling this a 'masterpiece', but nobody can tell me why it was such a masterpiece. If it was a movie about how a society creates a killer, then it was done very poorly. To me, it felt just like a large number of scenes without a real story.",negative
"I have never left a review for any title, good or bad but this is such a piece of garbage that I registered an IMDB account just to vent my opinion.
I want these 2 hours of my life back",negative
"Joker is literally an achievement in cinematic history there's no doubt in that ! But why people comparing it with Endgame ? Both movies have their own ways and they are completely different. Endgame was the best at its genre. Talking about Joker ... What can I say ... A beautiful presentation of storyline , direction , screenplay was all at its peak of greatness ... Heath ledger smiling down to earth :)",positive
"The reviews here are making this film out to be far better than it actually is. Don't get me wrong, technically, it is extremely well done and Phoenix's performance is really quite extraordinary (he is definitely looking at an Oscar nomination), but despite excellent writing, acting and direction........the film is kinda boring.It had its moments, and, sure, it has some very disturbing elements but....If I had a watch, I would have looked at it many times as what this film lacks is...excitement.The final act is most excellent, but it felt like it took forever to get to it.",neutral
"This movie is a masterpiece! It absolutely epitomizes what a DC movie should be. Dark, emotional, thought provoking, not just action action action. One of the best movies I've seen in a long time.Critics have definitely lost touch with the public and should be ignored on this one. Do yourself a favor and watch it!And remember to be good to one another. You dont know what someone else is going through.",positive
"I'm making sure to give this movie 1 star because it's definitely not a 8.9 - that's a lie.Joker is not an amazing movie. It's far from great. More to the boring side.It lacks plot twist and focus too much on character development. How many times someone needs to get punched in the face before they go crazy?He suffers, gets fired, has a mental illness, nobody loves him, he's sad and he cries and he laughs and he laughs again. And he kills some people, and that's it, that's the movie.",negative
"They say it's all in the writing. And this is a great example of that. Good acting and production values cannot save a script steeped in tiresome stereotypes and a failure to delve into a character's identity. We meet the Joker when already imbalanced and his so-called descent into madness is really a couple weeks away; far from a descent, it's a stroll. This is not a character study, despite claims to the contrary. It's a showcase of a good actor overly contorting his body and laughing manically as a mistaken expression of madness. Where is the past? Where are the influences? Where are the conflicts? What are the seminal moments that create the spiral? Perhaps if he had really had that relationship, and had it gone sour, it would justify a descent. Instead, it's a fait accompli. This is lazy writing, focused more on fancy long shots of Joaquin Phoenix dancing crazily than producing something of value to the franchise.",negative
"I don't understand why some people find it boring when this feels like watching someone's documentar.All you people think is just fight scenes, that's why you'll never find any substance of any other types.Hollywood's modern superhero genre movies are seriously predictable and cliche, this movie is probably not, maybe. So, go on",neutral
"Is it just me or does anyone over 30 see they kind of ripped off ""the King of Comedy (1982)""?",negative
Creative actor Joaquin creativity embodied the role of the Joker film deserves more than 10,positive
"Absolute disappointment. I believed the hype like a fool. No person that actually saw it told me it was a good movie, just the stupid reviews. It's so cringe, with nothing actually happening except Phoenix smoking and dancing around. There is no action, no substance, no humor. Everything is so cringe and overacted.
I suppose if you like those independent movies at TIFF or Cannes this is something for you. If you actually wanna be entertained and see The Joker from the DC, this is not it.
Best description is millennial joker. Society is mean to him, nobody gives him anything so he cries and complains about it to get attention. When none is given, he starts killing.",negative
"Only 1% audience who think what they do is always correct like this film and try to project their actions as ultimate to the entire world.. a harmful film for the society.
But jokers acting is top notch. Director might have utilized him better than this.",negative
"It seems like they were making a movie about psychotic killer clown and halfway during production decided to slap on a ""Joker"" title to make an ""origin"" movie about one of the most iconic villains of all time. They could literary change a couple of names and put the ""Depressed psycho killer clown"" as a title and it wouldn't make any difference. Well, at least i would give it a 5 out of 10 score. Maybe.Phoenix's Joker is stripped, sliced, diced, blended and strained to reduce him to only one of many aspects of character itself, insanity. Well that, and clown clothes. No other character traits Joker is famous, feared and loved for are there, and I just can't see them developing ever in this version of him. Even the movie itself is a slap to the one of the most important part of the lore and characterisation, Joker never truly revealed his true identity and even the three comic book versions of his genesis are probably all lies (well Jack Napier is just a shortcut for the story sake in first Keaton's Batman, movie-wise). Forget the deadly toys and gadgets, where are the genius intellect, prankster personality, wits, planning 5 steps ahead? True Joker is the driving force, this one is just a passenger in a cab (Taxi Driver pun intended). Joker would never pitty on himself, he does not laugh because he has a psychological condition and can't help it, he laughs because he is genuinely amused with all the terror and pain he inflicts, he IS truly a psychopath, not a person with some type of Tourette syndrome pushed in a world of murder and crime. And most of all Joker is supposed to be actually funny in his sick and twisted way, not only to himself (as Phoenix is) but to all of us. This is the first time i did not find anything funny in ones depiction of the Joker (well Leto's performance is a pretty good contender, but i won't judge him on the basis of 37 seconds of screen time lol, and even that was closer to Joker than this).As if you make a Batman movie where the Dark Knight is only left with his early fear of bats and mask with pointy ears, or the Iron Man where Tony is only a rich pompous jerk.And when Bruce Wayne becomes Batman Joker will be, what, 65, 70 years old?This movie doesn't work as an origin story, it doesn't work as a standalone (it's composed of only one really long act with a glimpse of a second one), nor as a part of DC in general. It is not an origin story we need, nor deserve, it simply isn't a Joker story.",neutral
"I feel the best movies are complex and make you feel a range of emotions such as love, empathy, pity, joy, hatred, etc. The joker I found to be a series of unbelievable cliches . So the joker is poor and has some menial jobs and everyone in society is mean and abusive to him including his mother. I did feel sorry for him but at the same tine it shows his mental issues probably keep him from living a normal life. I did feel empathy for his plight but I didn't feel that society would get behind him as a ""hero"" for killing 3 people randomly on a subway. Also I found it ridiculous when the mob attacked the cops as if everyone in society hates cops. It was a trite Hollywood take on rich people are mean and awful to people who are poor (which I find hilarious given that everyone in Hollywood IS rich) . It was unrealistic from many angles and I wished I hadn't wasted my time watching it.",negative
"People are so hyped about it because it's so pretentious, that it makes them feel like ""enlightened"" ones. I haven't heard a good review of this movie from smart or intelligent people. Only those whose main movie list consists of actions and comedies call this a piece of art.A wife of a friend even called those who hadn't liked the movie ""lemmings"" but she's the one from the countryside who dreams of expensive brands and it actually made me laugh my ass out. Now you have an idea who this movie was made for.The plot is the main weakness. The Phoenix overplays and it feels uncomfortable to watch. The camera work feels very cheap and the overall boredom of the movie makes you start noticing all the imperfections. I would give it 5-6 out of 10 but there are too many pretentious dummies who gave 10 points so I'll even out the difference.",negative
"Joker is basically the lite edition or postmodern version of Fight Club or the Scorsese films it lifts from. It's interesting to see how easily words like masterpiece and groundbreaking are being used for this, and that is the one joke that this movie successfully pulls off. It's just a whole lot of self-seriousness and posturing and is essentially hollow. It pretends to say a lot but ends up saying very little or nothing at all, not about the character nor about the society he's part of.It is also 'Joker' only in name and has very little to do with the super-villain. I'm all for a different interpretation and even an origin story for the joker but this movie fails to recognise or capture his spirit. Even 'Proto-Joker' doesn't quite do it justice, and I can think of a dozen more suitable titles e.g. Arthur, The Untalented Mr. Fleck, Smoker, Poser etc. Infact he's more akin to a less dangerous but also mentally unstable villain like Ratcatcher or Calendar Man though just with a clown theme, and is not even close to embodying the joker's extreme form of nihilism. It's not that it has to be a comic-book accurate portrayal, that would be irrelevant if it was genuinely a good movie. But far from being a masterpiece , it doesn't quite manage even that. It fails not just as an inaccurate portrayal of the Joker's spirit or essence, but also as a film about a person going over the edge.The weakest aspect of the movie for me is the poor to average direction. The movie lacks any of the subtlety and nuance that I was hoping for and what unfolds is not as much character development as it is things happening to Arthur. A good example of the poor writing and direction is the very Trump-like and one-dimensional Thomas Wayne character. This first became obvious during a scene in which some people happened to know the entire lyrics to a clown song. In a movie that otherwise tries very hard to be realistic that felt very unnecessary and took me out of the experience and it felt very contrived and predictable after that. It takes too many obvious liberties and plot conveniences to move the story forward in an unnatural and unrefined way, and ultimately felt like they tried to disguise the poor writing and direction with a dark and gritty atmosphere instead of those elements complementing each other.The only reason to watch this movie is Phoenix's performance, which while not groundbreaking is good enough to earn an awards nomination or two. I wouldn't put it in the same league as Heath Ledger's portrayal but they were two very different roles and characters. Ledger made his joker seem effortless while one can really see the strain and work Phoenix puts in. To put it simply, Ledger made it seem natural and didn't look like he was acting while with Phoenix you really know that he is, even to the extent that it may seem like overacting at times. Perhaps owing to the more physical nature of this version of whoever this character is supposed to be, that's not necessarily a criticism.Overall an average film at best that pretends to be a lot more. I don't see this one ageing well or being remembered decades later the way Fight Club or the Scorsese movies it's ""inspired"" by, or CBM's like Dark Knight or Logan or even Tim Burton's Batman, are remembered today.",neutral
"I do agree that Joaquin's performance was great, very well done and not an easy part to pull off. That however, was the only good part of the film. Movie was dark as I expected, but so much SLOW dialog it was putting me to sleep. Parts of the movie were VERY predictable, though a couple (literally two) of surprises that were good but didn't out weigh a very slow moving poorly laid out story. I say skip this one and wait for it to hit the other subscription services, I'd ask for my money back but I did stay till the end.",neutral
"DC can STILL give us a compelling movie. Wasn't quite hyped about it, I mean, an origin story of a villain made by the director of Hangover movies; what could I even expect? Then, the reviews started to drop. Still wasn't sure if I would like it. And after I saw it, it was way better than I thought it would be. I won't call it a masterpiece, but it definitely is on my top 3 DC films of all times!Good : There's hardly anything bad about Joker. Joaquin Phoenix does a great job of bringing the character into life. Rather than a typical superhero/supervillain origin story, we get to see a psychological drama + horror, and thank God, we got that. I love the genre, I love films like Infinity War, Days of Future Past, Endgame and Raimi's Spider-Man. But occasionally, it's really good to take a break from such films. It's, kind of, in the category of films like Unbreakable. Basically, the movie is (no spoilers ahead) Arthur, being tormented by the society and being a mentally unstable loner, loses his mind after the constant torment and after that, all hell breaks loose. That's all the movie shows. It would be quite difficult to give a really good story for a plot like this, since there are many movies with this kind of plot (awfully crappy ones included). I completely liked this movie, means the screenplay and direction worked for me. You can feel for Arthur, whenever the movie asks you to. You want to root for Arthur, but you know that it will mean some incredibly terrible things will happen. We see him slowly transition into Joker, and when he completely turns into the Joker it is worth a round of applause. We feel good as well as terrified with the actions of the Joker whenever he snaps and crazy stuff happens. Without getting into spoilers, I would say - in short - that it has many quotable lines and each of them make sense. Whatever Joker (a psychopath) says is more realistic than what a sane person says. And obviously has some sick, terrifying and gruesome Joker moments that a proper Joker movie should have. If it's not clear by the trailers, there's no Batman here. But (again, no spoilers) it does have some Batman references to support the movie. It could've created a mess and might have felt like a shoehorned plotline, but it plays out as a proper support for the main story and the transition of Arthur into Joker.Mixed : It is a good thing that the movie has a 70s psycho horror vibe to it. But, it could've been more original. Like many others have pointed out, it's similar to Taxi Driver by Scorsese. While it wasn't a copy and paste of Taxi Driver, but some parts make it obvious that the movie was inspired by Taxi Driver. Not necessarily a bad thing, the movie has the elements as a homage-ish way, but looking at how well made it was, it could've been slightly more original. And, it may feel a bit slow for some people, though it's worth your time.My take on the controversy : It can happen that some morons might watch this film and cause violence. It can happen with any violent movie. But, even though it justified the Joker's actions, it doesn't show them to be right. Speaking of violence, it's just psychologically compelling horror. It's less violent than Deadpool, but feels more violent as it's a serious movie. So, glorification and siding with a psychopath is a complete and total nonsense.Conclusion : It's a must watch. You don't need to follow any of the DC movies to understand it. But do not expect it to be a typical superhero action film with CGI battles and a spectacle. Wrong expectations might ruin the experience. Else, I found it to be better than The Dark Knight Rises. And TDKR is one of my favorites in the genre. If a Nolan movie is replaced by another movie in my list, you may consider it to be great. One last thing, people causing violence because of Joker would be equivalent to The Good, The Bad and The Ugly inspiring three people to have a gun duel for some gold.Rating:Score : 10/10Grade : A+",negative
"What a beautify tragedy that was. It was pretty dark. Go watch something light and funny after. Don't get me wrong, it's worth the watch.",negative
"Writer-director Todd Phillips's new movie ""Joker"" appeals to me on multiple levels, primarily by offering an engaging story, strongly rooted in believable reality, related to audiences mainly by opposing protagonist's prevalent dark depressive moods while using often optimistic soundtrack and sound editing, shallow nonetheless rich visuals, angles and framing, theatricality augmented through expressive costumes, props and sets, but most impressively via great principal performances and acting choices made by Joaquin Phoenix in the lead as a title character (under proper fictional name Arthur Fleck), whose sudden uncontrollable and seemingly inappropriate laughter (justified as a medical condition) easily counterpoints the (painful need for) outcry from Gotham (read: any) City masses, hurt and deprived by injustices of their quotidian existence, as well as by Robert De Niro in a quintessential supporting role of a TV-comedy show host Murray Franklin (both worthy of the end-of-the-year acting award considerations), and by setting believable pre-course for the future adventures of the most realistic DC Comics character, the Batman (not a superhero at all, with his extraordinary capabilities rather resulting from his physical fitness and skills combined with high technology employed), who appears here only as a young boy, and whose later adult activities could be understood as largely driven by what has happened to his parents in the final scene of this movie, an event directly inspired by actions of Joker, henceforth his future main nemeses.",neutral
"W.O.W!!!
What can I say about how brilliant Phoenix act performance is ??
In shortcut,movie of the year 💯/💯👏",positive
"I was so looking forward to this film given all the hype about brilliant acting etc but yet again what a let down!The film had no real storyline in the past or the present and although the acting was brilliant I had real trouble understanding the plot, if at all there was one.ONE STAR IS FOR THE ACTORS",negative
The ending is what matters in a movie. And this movie has a kind of ending which would leave many speechless. It's indeed a masterpiece:),positive
"Great performance by Joaquin Phoenix, dull story-line..",neutral
"The movie was excellent and amazing, from the beginning that Joaquin's personality is seen as he evolves in the Joker until the end, Joker is the most difficult character to do and I think Joaquin did it!!",positive
"This film tries desperately to devillify the most stylish and charismatic villain in the DC universe and excruciatingly transform him into a poster child for mental illness in the most tedious manner possible.. This version of the Joker lacks any semblance of style, luster, flair, or charisma, leaving me to wonder why anyone would bother investing the time and money required to create this turkey, much less watch it.
They've murdered the Joker for the sake of some social commentary and PC promotion. I don't deny that mental illness is a real issue or that attention should be brought to it, but folks watch movies about supervillians to see super-villainy, not a 2 hour public service announcement. I hung in there as long as I could hoping for this movie to redeem itself, but about 3 quarters of the way through I could take no more of watching it spin it's wheels.If you are a fan of the Jack Nicholson or Heath Ledger versions of the Joker then you will likely find this film as painful to watch as I did.",neutral
"Please go watch this movie! This is the first time I've ever wrote a review on this app and I've been using it to read reviews for years! That's how good this film is. Very dark, grimy and disturbing, exactly how an origin film about the joker should be. I have no doubt it will win multiple oscars. Do yourself a favor and go see it!!!",positive
"Story was just really unconvincing. Nobody really cares that much about some random dude who is as ineloquent and uninspired as the joker is. The hype portraying the movie as painful and cruel is just cringe. To see this rated better than ""One flew over cuckoos nest"" that shows way better cruelty saddens me.",negative
"Joaquin Phoenix just playing Joaquin Phoenix. Boring, Twisted, Sick piece of crap. A one and done movie.",negative
"The performance of Joaquin is excellent but the story simply don't have anything to do with the Joker, it's more about a mentaly ill man struggling with his chaotic enviroment until it's overwhelmed and snaps. I would be a much better film if the title was ""Arthur"" or ""The Clown"" but the fact that it's forced to be related to the batman universe it's why i feld it didn't work.",neutral
"Joaquin Phoenix is good. The directing is pretty good. The writing is absolutely awful. This movie is trying so hard to be relevant and to have a 'message' that it just throws a jumbled mess of quasi-commentary at you hoping something will stick. It is completely unclear what exactly writer/director Todd Phillips is actually trying to say, if anything. Is Joker a hero of the resistance or is he an incel? Does he go crazy because he's mentally ill or because people are mean to him? Both rich people and poor people are horrible to Joker so what exactly is the class commentary? It's also confusing how Robert De Niro when this movie is clearly ripping off Taxi Driver in many ways, also with a little Mr. Robot thrown in. There's also a subplot with a neighbor that is so incredibly stupid and pointless, which actually has no bearing on the story whatsoever. The movie is also just listless and boring throughout much of it. A movie can be slow-paced without it being boring if interesting things are happening that are driving the plot towards it's conclusion. The only thing driving the story in this movie is knowing that he's going to become joker at some points, not anything that actually happens in the movie. The movie also spends like 5 minutes making fun of a little person for no clear reason. Also for people saying that this movie does a good job saying why you should be nicer to people especially if they're lonely or have mental health issues: firstly you shouldn't need a movie like this to be nice to people, secondly you can make a movie like that where the lonely/mentally ill person doesn't become a murderer since mentally ill people are more likely to be victims than perpetrators of crime, and thirdly if you want a movie showing why you need to empathize with criminals why not movies about all the people of color who have been victims of mass incarceration and were locked up on nonviolent charges instead of a movie about a white male becoming a mass murderer. This movie is terrible.",neutral
Best acting and story. This is an Oscar winning movie,positive
"Somehow the darkest and most serious movies get the highest ratings. People say that this movie is so thrilling and that Joaquin Phoenix deserves an Oscar but at the end of the day, it wasn't entertainment. There were so many evil moments and dark scenes but what's so good about that?This movie was almost like instructions on how to be a psycho. They flipped the usual idea and boundaries of good and evil for the audience to feel sorry for the bad guy. People seem to think this is a good thing. It's bad!The point of a movie is to entertain audiences and this movie just made me feel depressed and miserable. I'll have to watch a movie where the hero is clear and the villain is clear so I can actually be entertained. The fundemental and successful formula for a film.",negative
"""Joker"" is nor a ""masterpiece"" nor is it ""flawless"" as this board boasts. It's mirely a decent origin, albeit heavy-handed as sin, with choppy flow, poor directing decisions at moments, and part brilliant part wildly overacting on Phoenix's part. The heavy handed nature of mental illness is not written well... It highlghts many different illnesses with none of which feeling whole or handled with much, if any, sense of understanding. Sprinkle in are a few light-hearted moments to remind you that ""hey, he's still funny at times""... But with the strained mental illness angle it's difficult to laugh at these moments without a bit on introspection of what it is and who it is you're laughing at. The real ""danger"" this movie poses is that it's another Hollywood blunder with mental health and its handling... Which does way more harm than good.There is no great existential pandering, ss some are saying... ""it's deep"", ""my feels"", ""It's not a superhero movie it's a character study"", regardless of what anyone wants to categorize it as.. I'll consider it a generous 3.",neutral
"The reality, far from fiction!! That what's made the movie,,, the oscar winner actor made a new joker rivalry with heath ledger joker, better joker in some people opinion.. piece of art",positive
"Yesterday was that day, when I understand, that I have touched history. This movie will drag you in your deepest thoughts, in your darkest secrets and suffering. This masterpiece will grind you, like a meat grinder and you will watch it in silence and with open mouth. Like the whole cinema will.
I don't like comics movie, marvel is very pompous, absurd and insipid. In my opinion. It's not an art, it's just an attraction. As DC movies was too. But now DC made history, the made art and made drama.
To be more understandable. When you watch for example Avengers or League of Justice you are eating McDonald's hamburger. But when you watch Joker you are eating 1000$ stake in the most luxurious restaurant in the world.",positive
I sat through this slowwwwww movie and would gladly have left half way into it. Its a boring movie until the last 5 minutes... overhyped as usual....the violence must have been cut out of the version i seen as i think i have seen more gore in a disney movie,negative
"Joker is without a doubt my new favorite DC film. It's dark and gritty but with enough psychological twists that it keeps you guessing from beginning to end. Nothing can be taken at face value and the film forces you to think from beginning to end. Don't listen to the critics, this one is worth watching multiple times in theaters.",positive
"To say it was satisfying would be somewhat misleading. Joaquin Phoenix makes you feel uncomfortable almost the entire time. I couldn't help thinking about Christian Bale in The Machinist and Robert De Niro in Taxi Driver. With those comparisons, clearly I have some high praise on the acting.The film itself slowly builds momentum, but when it builds...it's really builds. Those looking for traditional comic book action may feel it moves a bit slow, but it's pace allows for the transformation to not feel superficial. When you walk out of the theater you won't know exactly how to feel, but you'll surely want to know how everyone else feels about it.",neutral
"A mentally ill person without talents (or intelligence) cannot become a super villain just because he is angry. He will only be a mentally ill person with no talents (and intelligence) in anger. Nothing more. As a film, Joker lacks creativity or depth. In all senses. Unfortunately Joker did for the iconical character the same thing that Twilight did for vampire films.",positive
